TITLE = "Slice Z = -700"
VARIABLES = "X", "Y", "V", "Ex", "Ey", "Ez", "abs(E)"
ZONE I= 200, J= 1, F=POINT
v1;v2;u;u2d
1.12663316582914581e+03;5.00000000000000000e+02;4.76094644909572897e-06;2.67232225427886758e-05
1.13015075376884420e+03;5.00000000000000000e+02;4.73582834076749267e-06;2.65764729097168434e-05
1.13366834170854281e+03;5.00000000000000000e+02;4.71071023243925383e-06;2.64296484886556144e-05
1.13718592964824120e+03;5.00000000000000000e+02;4.68559212411101668e-06;2.62827498607453830e-05
1.14070351758793959e+03;5.00000000000000000e+02;4.66047401578278038e-06;2.61357776014103316e-05
1.14422110552763820e+03;5.00000000000000000e+02;4.63535590745454070e-06;2.59887322804245398e-05
1.14773869346733682e+03;5.00000000000000000e+02;4.61023779912630270e-06;2.58416144619774327e-05
1.15125628140703520e+03;5.00000000000000000e+02;4.58511969079806640e-06;2.56944247047382814e-05
1.15477386934673359e+03;5.00000000000000000e+02;4.56000158246982841e-06;2.55471635619198687e-05
1.15829145728643221e+03;5.00000000000000000e+02;4.53488347414159041e-06;2.53998315813413767e-05
1.16180904522613059e+03;5.00000000000000000e+02;4.50976536581335242e-06;2.52524293054904504e-05
1.16532663316582921e+03;5.00000000000000000e+02;4.48464725748511443e-06;2.51049572715844518e-05
1.16884422110552759e+03;5.00000000000000000e+02;4.45952914915687728e-06;2.49574160116309242e-05
1.17236180904522621e+03;5.00000000000000000e+02;4.43441104082863844e-06;2.48098060524873052e-05
1.17587939698492460e+03;5.00000000000000000e+02;4.40929293250040214e-06;2.46621279159198628e-05
1.17939698492462321e+03;5.00000000000000000e+02;4.38417482417216330e-06;2.45143821186617919e-05
1.18291457286432160e+03;5.00000000000000000e+02;4.35905671584392615e-06;2.43665691724707718e-05
1.18643216080401999e+03;5.00000000000000000e+02;4.33393860751568900e-06;2.42186895841855614e-05
1.18994974874371860e+03;5.00000000000000000e+02;4.30882049918745101e-06;2.40707438557819784e-05
1.19346733668341722e+03;5.00000000000000000e+02;4.28452065343433105e-06;2.39227324844281762e-05
1.19698492462311560e+03;5.00000000000000000e+02;4.26434129296432017e-06;2.37746559625392234e-05
1.20050251256281399e+03;5.00000000000000000e+02;4.24416193249430930e-06;2.36265147778308330e-05
1.20402010050251261e+03;5.00000000000000000e+02;4.22398257202429843e-06;2.34783094133726813e-05
1.20753768844221099e+03;5.00000000000000000e+02;4.20380321155428755e-06;2.33300403476407611e-05
1.21105527638190961e+03;5.00000000000000000e+02;4.18362385108427498e-06;2.31817080545692782e-05
1.21457286432160799e+03;5.00000000000000000e+02;4.16344449061426496e-06;2.30333130036018152e-05
1.21809045226130661e+03;5.00000000000000000e+02;4.14326513014425154e-06;2.28848556597417606e-05
1.22160804020100500e+03;5.00000000000000000e+02;4.12308576967424236e-06;2.27363364836022936e-05
1.22512562814070361e+03;5.00000000000000000e+02;4.10290640920422980e-06;2.25877559314555194e-05
1.22864321608040200e+03;5.00000000000000000e+02;4.08272704873421892e-06;2.24391144552811493e-05
1.23216080402010039e+03;5.00000000000000000e+02;4.06254768826420805e-06;2.22904125028144670e-05
1.23567839195979900e+03;5.00000000000000000e+02;4.04236832779419717e-06;2.21416505175937177e-05
1.23919597989949762e+03;5.00000000000000000e+02;4.02218896732418461e-06;2.19928289390069429e-05
1.24271356783919600e+03;5.00000000000000000e+02;4.00200960685417458e-06;2.18439482023381334e-05
1.24623115577889439e+03;5.00000000000000000e+02;3.98183024638416371e-06;2.16950087388128975e-05
1.24974874371859300e+03;5.00000000000000000e+02;3.96165088591415114e-06;2.15460109756434153e-05
1.25326633165829139e+03;5.00000000000000000e+02;3.94147152544414111e-06;2.13969553360730905e-05
1.25678391959799001e+03;5.00000000000000000e+02;3.92129216497412854e-06;2.12478422394202983e-05
1.26030150753768839e+03;5.00000000000000000e+02;3.90111280450411767e-06;2.10986721011218512e-05
1.26381909547738701e+03;5.00000000000000000e+02;3.88093344403410680e-06;2.09494453327757884e-05
1.26733668341708540e+03;5.00000000000000000e+02;3.86075408356409592e-06;2.08069802817193444e-05
1.27085427135678401e+03;5.00000000000000000e+02;3.84057472309408420e-06;2.06865755120952535e-05
1.27437185929648240e+03;5.00000000000000000e+02;3.82039536262407248e-06;2.05661260616852123e-05
1.27788944723618079e+03;5.00000000000000000e+02;3.80021600215406246e-06;2.04456322502978298e-05
1.28140703517587940e+03;5.00000000000000000e+02;3.78003664168405074e-06;2.03250943948130104e-05
1.28492462311557802e+03;5.00000000000000000e+02;3.75985728121403817e-06;2.02045128092139686e-05
1.28844221105527640e+03;5.00000000000000000e+02;3.73967792074402772e-06;2.00838878046188435e-05
1.29195979899497479e+03;5.00000000000000000e+02;3.71949856027401727e-06;1.99632196893119134e-05
1.29547738693467340e+03;5.00000000000000000e+02;3.69931919980400512e-06;1.98425087687744624e-05
1.29899497487437179e+03;5.00000000000000000e+02;3.67913983933399425e-06;1.97217553457152591e-05
1.30251256281407041e+03;5.00000000000000000e+02;3.65896047886398211e-06;1.96009597201006034e-05
1.30603015075376879e+03;5.00000000000000000e+02;3.63878111839397123e-06;1.94801221891840636e-05
1.30954773869346741e+03;5.00000000000000000e+02;3.61860175792395993e-06;1.93592430475358145e-05
1.31306532663316580e+03;5.00000000000000000e+02;3.59842239745394821e-06;1.92383225870716429e-05
1.31658291457286441e+03;5.00000000000000000e+02;3.57824303698393692e-06;1.91173610970815269e-05
1.32010050251256280e+03;5.00000000000000000e+02;3.55806367651392689e-06;1.89963588642579806e-05
1.32361809045226119e+03;5.00000000000000000e+02;3.53788431604391559e-06;1.88753161727239016e-05
1.32713567839195980e+03;5.00000000000000000e+02;3.51770495557390430e-06;1.87542333040602177e-05
1.33065326633165841e+03;5.00000000000000000e+02;3.49752559510389215e-06;1.86331105373331278e-05
1.33417085427135680e+03;5.00000000000000000e+02;3.47734623463388128e-06;1.85119481491209764e-05
1.33768844221105519e+03;5.00000000000000000e+02;3.45716687416387125e-06;1.83907464135408742e-05
1.34120603015075380e+03;5.00000000000000000e+02;3.43698751369385911e-06;1.82695056022749426e-05
1.34472361809045219e+03;5.00000000000000000e+02;3.41680815322384781e-06;1.81482259845962498e-05
1.34824120603015081e+03;5.00000000000000000e+02;3.39662879275383609e-06;1.80269078273944250e-05
1.35175879396984919e+03;5.00000000000000000e+02;3.37644943228382606e-06;1.79055513952010256e-05
1.35527638190954781e+03;5.00000000000000000e+02;3.35627007181381350e-06;1.77841569502144431e-05
1.35879396984924620e+03;5.00000000000000000e+02;3.33609071134380262e-06;1.76627247523246977e-05
1.36231155778894481e+03;5.00000000000000000e+02;3.31591135087379048e-06;1.75412550591377850e-05
1.36582914572864320e+03;5.00000000000000000e+02;3.29573199040377960e-06;1.74197481259997727e-05
1.36934673366834159e+03;5.00000000000000000e+02;3.27555262993376958e-06;1.72982042060206600e-05
1.37286432160804020e+03;5.00000000000000000e+02;3.25537326946375701e-06;1.71766235500978434e-05
1.37638190954773881e+03;5.00000000000000000e+02;3.23519390899374529e-06;1.70550064069394340e-05
1.37989949748743720e+03;5.00000000000000000e+02;3.21501454852373526e-06;1.69333530230871511e-05
1.38341708542713559e+03;5.00000000000000000e+02;3.19483518805372397e-06;1.68116636429390228e-05
1.38693467336683420e+03;5.00000000000000000e+02;3.17465582758371224e-06;1.66899385087718253e-05
1.39045226130653282e+03;5.00000000000000000e+02;3.15447646711370052e-06;1.65681778607631976e-05
1.39396984924623121e+03;5.00000000000000000e+02;3.13429710664368923e-06;1.64463819370135625e-05
1.39748743718592959e+03;5.00000000000000000e+02;3.11411774617367835e-06;1.63245509735676716e-05
1.40100502512562821e+03;5.00000000000000000e+02;3.09393838570366663e-06;1.62026852044359814e-05
1.40452261306532660e+03;5.00000000000000000e+02;3.07375902523365618e-06;1.60807848616158492e-05
1.40804020100502521e+03;5.00000000000000000e+02;3.05357966476364446e-06;1.59588501751122649e-05
1.41155778894472360e+03;5.00000000000000000e+02;3.03340030429363359e-06;1.58368813729585225e-05
1.41507537688442198e+03;5.00000000000000000e+02;3.01322094382362314e-06;1.57148786812365180e-05
1.41859296482412060e+03;5.00000000000000000e+02;2.99304158335361099e-06;1.55928423240969326e-05
1.42211055276381921e+03;5.00000000000000000e+02;2.97286222288359885e-06;1.54707725237790871e-05
1.42562814070351760e+03;5.00000000000000000e+02;2.95268286241358798e-06;1.53486695006305627e-05
1.42914572864321599e+03;5.00000000000000000e+02;2.93250350194357795e-06;1.52265334731266217e-05
1.43266331658291460e+03;5.00000000000000000e+02;2.91232414147356623e-06;1.51043646578894013e-05
1.43618090452261322e+03;5.00000000000000000e+02;2.89214478100355451e-06;1.49821632697068362e-05
1.43969849246231161e+03;5.00000000000000000e+02;2.87196542053354363e-06;1.48599295215514342e-05
1.44321608040200999e+03;5.00000000000000000e+02;2.85178606006353276e-06;1.47376636245987444e-05
1.44673366834170861e+03;5.00000000000000000e+02;2.83160669959352019e-06;1.46153657882456640e-05
1.45025125628140700e+03;5.00000000000000000e+02;2.81142733912351059e-06;1.44930362201285301e-05
1.45376884422110561e+03;5.00000000000000000e+02;2.79124797865349802e-06;1.43706751261409574e-05
1.45728643216080400e+03;5.00000000000000000e+02;2.77106861818348673e-06;1.42482827104515217e-05
1.46080402010050261e+03;5.00000000000000000e+02;2.75088925771347501e-06;1.41258591755211823e-05
1.46432160804020100e+03;5.00000000000000000e+02;2.73070989724346455e-06;1.40034047221205629e-05
1.46783919597989961e+03;5.00000000000000000e+02;2.71053053677345283e-06;1.38809195493469515e-05
1.47135678391959800e+03;5.00000000000000000e+02;2.69035117630344196e-06;1.37584038546412209e-05
1.47487437185929639e+03;5.00000000000000000e+02;2.67017181583343193e-06;1.36358578338043798e-05
1.47839195979899500e+03;5.00000000000000000e+02;2.64999245536341937e-06;1.35132816810141114e-05
1.48190954773869362e+03;5.00000000000000000e+02;2.62981309489340765e-06;1.33906755888409965e-05
1.48542713567839201e+03;5.00000000000000000e+02;2.60963373442339677e-06;1.32680397482646441e-05
1.48894472361809039e+03;5.00000000000000000e+02;2.58945437395338632e-06;1.31453743486894968e-05
1.49246231155778901e+03;5.00000000000000000e+02;2.56927501348337460e-06;1.30226795779606097e-05
1.49597989949748739e+03;5.00000000000000000e+02;2.54909565301336373e-06;1.28999556223791780e-05
1.49949748743718601e+03;5.00000000000000000e+02;2.52891629254335201e-06;1.27772026667178379e-05
1.50301507537688440e+03;5.00000000000000000e+02;2.50873693207334113e-06;1.26544208942358878e-05
1.50653266331658301e+03;5.00000000000000000e+02;2.48855757160332941e-06;1.25316104866942398e-05
1.51005025125628140e+03;5.00000000000000000e+02;2.46837821113331812e-06;1.24087716243703076e-05
1.51356783919598001e+03;5.00000000000000000e+02;2.44819885066330682e-06;1.22859044860725957e-05
1.51708542713567840e+03;5.00000000000000000e+02;2.42801949019329510e-06;1.21630092491552394e-05
1.52060301507537679e+03;5.00000000000000000e+02;2.40784012972328507e-06;1.20400860895323043e-05
1.52412060301507540e+03;5.00000000000000000e+02;2.38766076925327335e-06;1.19171351816919440e-05
1.52763819095477402e+03;5.00000000000000000e+02;2.36748140878326121e-06;1.17941566987104048e-05
1.53115577889447241e+03;5.00000000000000000e+02;2.34730204831325033e-06;1.16711508122658710e-05
1.53467336683417079e+03;5.00000000000000000e+02;2.32712268784323988e-06;1.15481176926521466e-05
1.53819095477386941e+03;5.00000000000000000e+02;2.30694332737322774e-06;1.14250575087921364e-05
1.54170854271356802e+03;5.00000000000000000e+02;2.28676396690321602e-06;1.13019704282513293e-05
1.54522613065326641e+03;5.00000000000000000e+02;2.26658460643320514e-06;1.11788566172508915e-05
1.54874371859296480e+03;5.00000000000000000e+02;2.24640524596319469e-06;1.10557162406808310e-05
1.55226130653266318e+03;5.00000000000000000e+02;2.22622588549318382e-06;1.09325494621128629e-05
1.55577889447236180e+03;5.00000000000000000e+02;2.20604652502317210e-06;1.08093564438132514e-05
1.55929648241206041e+03;5.00000000000000000e+02;2.18586716455316038e-06;1.06861373467553702e-05
1.56281407035175880e+03;5.00000000000000000e+02;2.16568780408314951e-06;1.05763455828089142e-05
1.56633165829145719e+03;5.00000000000000000e+02;2.14550844361313906e-06;1.04769075431871049e-05
1.56984924623115580e+03;5.00000000000000000e+02;2.12532908314312691e-06;1.03774488501791355e-05
1.57336683417085442e+03;5.00000000000000000e+02;2.10514972267311477e-06;1.02779696295644640e-05
1.57688442211055280e+03;5.00000000000000000e+02;2.08497036220310389e-06;1.01784700061289395e-05
1.58040201005025119e+03;5.00000000000000000e+02;2.06479100173309344e-06;1.00789501036743080e-05
1.58391959798994981e+03;5.00000000000000000e+02;2.04461164126308172e-06;9.97941004502763321e-06
1.58743718592964842e+03;5.00000000000000000e+02;2.02443228079306916e-06;9.87984995205066081e-06
1.59095477386934681e+03;5.00000000000000000e+02;2.00425292032305913e-06;9.78026994564898385e-06
1.59447236180904520e+03;5.00000000000000000e+02;1.98407355985304826e-06;9.68067014578116505e-06
1.59798994974874358e+03;5.00000000000000000e+02;1.96389419938303738e-06;9.58105067146773916e-06
1.60150753768844220e+03;5.00000000000000000e+02;1.94436444395586593e-06;9.48141164080012707e-06
1.60502512562814081e+03;5.00000000000000000e+02;1.92720107559812102e-06;9.38175317094949245e-06
1.60854271356783920e+03;5.00000000000000000e+02;1.91003770724037780e-06;9.28207537817538312e-06
1.61206030150753759e+03;5.00000000000000000e+02;1.89287433888263374e-06;9.18237837783438439e-06
1.61557788944723620e+03;5.00000000000000000e+02;1.87571097052488925e-06;9.08266228438864526e-06
1.61909547738693482e+03;5.00000000000000000e+02;1.85854760216714434e-06;8.98292721141432503e-06
1.62261306532663320e+03;5.00000000000000000e+02;1.84138423380940112e-06;8.88317327160988411e-06
1.62613065326633159e+03;5.00000000000000000e+02;1.82422086545165726e-06;8.78340057680435945e-06
1.62964824120603021e+03;5.00000000000000000e+02;1.80705749709391278e-06;8.68360923796553340e-06
1.63316582914572882e+03;5.00000000000000000e+02;1.78989412873616807e-06;8.58379936520797370e-06
1.63668341708542721e+03;5.00000000000000000e+02;1.77273076037842443e-06;8.48397106780104136e-06
1.64020100502512560e+03;5.00000000000000000e+02;1.75556739202068079e-06;8.38412445417673585e-06
1.64371859296482398e+03;5.00000000000000000e+02;1.73840402366293736e-06;8.28425963193755729e-06
1.64723618090452260e+03;5.00000000000000000e+02;1.72124065530519266e-06;8.18437670786418392e-06
1.65075376884422121e+03;5.00000000000000000e+02;1.70407728694744817e-06;8.08447578792314119e-06
1.65427135678391960e+03;5.00000000000000000e+02;1.68691391858970411e-06;7.98455697727434875e-06
1.65778894472361799e+03;5.00000000000000000e+02;1.66975055023196089e-06;7.88462038027857611e-06
1.66130653266331660e+03;5.00000000000000000e+02;1.65258718187421619e-06;7.78466610050483549e-06
1.66482412060301522e+03;5.00000000000000000e+02;1.63542381351647170e-06;7.68469424073773748e-06
1.66834170854271360e+03;5.00000000000000000e+02;1.61826044515872785e-06;7.58470490298467811e-06
1.67185929648241199e+03;5.00000000000000000e+02;1.60109707680098442e-06;7.48469818848301237e-06
1.67537688442211061e+03;5.00000000000000000e+02;1.58393370844323972e-06;7.38467419770712438e-06
1.67889447236180922e+03;5.00000000000000000e+02;1.56677034008549523e-06;7.28463303037545779e-06
1.68241206030150761e+03;5.00000000000000000e+02;1.54960697172775137e-06;7.18457478545741570e-06
1.68592964824120600e+03;5.00000000000000000e+02;1.53244360337000794e-06;7.08449956118022838e-06
1.68944723618090438e+03;5.00000000000000000e+02;1.51528023501226430e-06;6.98440745503572450e-06
1.69296482412060300e+03;5.00000000000000000e+02;1.49811686665451981e-06;6.88429856378704636e-06
1.69648241206030161e+03;5.00000000000000000e+02;1.48095349829677469e-06;6.78417298347530166e-06
1.70000000000000000e+03;5.00000000000000000e+02;1.46379012993903147e-06;6.68403080942612632e-06

