TITLE = "Slice Z = -450"
VARIABLES = "X", "Y", "V", "Ex", "Ey", "Ez", "abs(E)"
ZONE I= 150, J= 1, F=POINT
v1;v2;u;u2d
4.02684563758389288e+02;4.50000000000000000e+02;1.46999279024039723e-05;8.93041088020017073e-05
4.09395973154362423e+02;4.50000000000000000e+02;1.45986153067388030e-05;8.86471754951289340e-05
4.16107382550335558e+02;4.50000000000000000e+02;1.44973027110736354e-05;8.79843228270139443e-05
4.22818791946308750e+02;4.50000000000000000e+02;1.43956420081717738e-05;8.73156812644610770e-05
4.29530201342281885e+02;4.50000000000000000e+02;1.42934198637412173e-05;8.66413785582071332e-05
4.36241610738255019e+02;4.50000000000000000e+02;1.41911977193106574e-05;8.59615397621936396e-05
4.42953020134228211e+02;4.50000000000000000e+02;1.40889755748800992e-05;8.52762872562124027e-05
4.49664429530201346e+02;4.50000000000000000e+02;1.39867534304495410e-05;8.45857407715977939e-05
4.56375838926174481e+02;4.50000000000000000e+02;1.38845312108811431e-05;8.38900174196575521e-05
4.63087248322147673e+02;4.50000000000000000e+02;1.37823087518571425e-05;8.32392730135909491e-05
4.69798657718120808e+02;4.50000000000000000e+02;1.36800862928331437e-05;8.26538477800330205e-05
4.76510067114093943e+02;4.50000000000000000e+02;1.35778638338091431e-05;8.20644068739095022e-05
4.83221476510067134e+02;4.50000000000000000e+02;1.34756413747851391e-05;8.14710390215539661e-05
4.89932885906040269e+02;4.50000000000000000e+02;1.33737414373658427e-05;8.08738309200016916e-05
4.96644295302013404e+02;4.50000000000000000e+02;1.32720922656822424e-05;8.02728672696465808e-05
5.03355704697986596e+02;4.50000000000000000e+02;1.31704430939986439e-05;7.96682308077765745e-05
5.10067114093959731e+02;4.50000000000000000e+02;1.30687939223150436e-05;7.90600023428388325e-05
5.16778523489932923e+02;4.50000000000000000e+02;1.29674305900173514e-05;7.84482607892980123e-05
5.23489932885906001e+02;4.50000000000000000e+02;1.28666992207232375e-05;7.78330832029610530e-05
5.30201342281879192e+02;4.50000000000000000e+02;1.27659678514291202e-05;7.72145448166522923e-05
5.36912751677852384e+02;4.50000000000000000e+02;1.26652364821350029e-05;7.65927190761321494e-05
5.43624161073825462e+02;4.50000000000000000e+02;1.25650003358960592e-05;7.59676776761612532e-05
5.50335570469798654e+02;4.50000000000000000e+02;1.24653774367237922e-05;7.53394905966209635e-05
5.57046979865771846e+02;4.50000000000000000e+02;1.23657545375515302e-05;7.47082261386089003e-05
5.63758389261744924e+02;4.50000000000000000e+02;1.22661316383792666e-05;7.40739509604355537e-05
5.70469798657718115e+02;4.50000000000000000e+02;1.21676263521035270e-05;7.34367301134549301e-05
5.77181208053691307e+02;4.50000000000000000e+02;1.20692007833752563e-05;7.27966270776693035e-05
5.83892617449664385e+02;4.50000000000000000e+02;1.19707752146469891e-05;7.21537037970537156e-05
5.90604026845637577e+02;4.50000000000000000e+02;1.18732517524049468e-05;7.15080207145511076e-05
5.97315436241610769e+02;4.50000000000000000e+02;1.17760461148412568e-05;7.08596368066963304e-05
6.04026845637583847e+02;4.50000000000000000e+02;1.16788404772775685e-05;7.02086096178290253e-05
6.10738255033557039e+02;4.50000000000000000e+02;1.15826382038761739e-05;6.95549952938630245e-05
6.17449664429530230e+02;4.50000000000000000e+02;1.14866329281019255e-05;6.88988486155818887e-05
6.24161073825503308e+02;4.50000000000000000e+02;1.13908543019171577e-05;6.82402230314356836e-05
6.30872483221476500e+02;4.50000000000000000e+02;1.12960038761368500e-05;6.75791706898162017e-05
6.37583892617449692e+02;4.50000000000000000e+02;1.12011534503565406e-05;6.69880614532968001e-05
6.44295302013422770e+02;4.50000000000000000e+02;1.11071747145952292e-05;6.64572385716599088e-05
6.51006711409395962e+02;4.50000000000000000e+02;1.10134185533306877e-05;6.59245995439429217e-05
6.57718120805369153e+02;4.50000000000000000e+02;1.09202933715827748e-05;6.53901820516597401e-05
6.64429530201342345e+02;4.50000000000000000e+02;1.08275630431502198e-05;6.48540228617514589e-05
6.71140939597315423e+02;4.50000000000000000e+02;1.07354357443964892e-05;6.43161578495924047e-05
6.77852348993288615e+02;4.50000000000000000e+02;1.06436597278468622e-05;6.37766220215206156e-05
6.84563758389261807e+02;4.50000000000000000e+02;1.05526155391225921e-05;6.32354495368910290e-05
6.91275167785234885e+02;4.50000000000000000e+02;1.04618768138785089e-05;6.26926737296509281e-05
6.97986577181208077e+02;4.50000000000000000e+02;1.03717967782428337e-05;6.21483271294383130e-05
7.04697986577181268e+02;4.50000000000000000e+02;1.02822644855703137e-05;6.16024414822050254e-05
7.11409395973154346e+02;4.50000000000000000e+02;1.01931326200991800e-05;6.10550477703669442e-05
7.18120805369127538e+02;4.50000000000000000e+02;1.01046240278259814e-05;6.05061762324851884e-05
7.24832214765100730e+02;4.50000000000000000e+02;1.00166872887270429e-05;5.99558563824820228e-05
7.31543624161073808e+02;4.50000000000000000e+02;9.92915657390250054e-06;5.94041170283966330e-05
7.38255033557047000e+02;4.50000000000000000e+02;9.84224064357889082e-06;5.88509862906860657e-05
7.44966442953020191e+02;4.50000000000000000e+02;9.75591787014094700e-06;5.82964916200772609e-05
7.51677852348993270e+02;4.50000000000000000e+02;9.67000443582754002e-06;5.77406598149766894e-05
7.58389261744966461e+02;4.50000000000000000e+02;9.58469379946773324e-06;5.71835170384438766e-05
7.65100671140939653e+02;4.50000000000000000e+02;9.49999495140115956e-06;5.66250888347365376e-05
7.71812080536912731e+02;4.50000000000000000e+02;9.41570675330470290e-06;5.60654001454341411e-05
7.78523489932885923e+02;4.50000000000000000e+02;9.33200648549305734e-06;5.55044753251475917e-05
7.85234899328859115e+02;4.50000000000000000e+02;9.24893410562470715e-06;5.49423381568229678e-05
7.91946308724832193e+02;4.50000000000000000e+02;9.16627193582941145e-06;5.43790118666470174e-05
7.98657718120805384e+02;4.50000000000000000e+02;9.08418049212480623e-06;5.38145191385624300e-05
8.05369127516778576e+02;4.50000000000000000e+02;9.00273064810927869e-06;5.32488821284011842e-05
8.12080536912751654e+02;4.50000000000000000e+02;8.92172611718265698e-06;5.26821224776438798e-05
8.18791946308724846e+02;4.50000000000000000e+02;8.84135574782048296e-06;5.21142613268132937e-05
8.25503355704698038e+02;4.50000000000000000e+02;8.76142859099471339e-06;5.15943580274502375e-05
8.32214765100671116e+02;4.50000000000000000e+02;8.68224645899555873e-06;5.11528844947281317e-05
8.38926174496644308e+02;4.50000000000000000e+02;8.60306432699640576e-06;5.07106047300631991e-05
8.45637583892617499e+02;4.50000000000000000e+02;8.52519093034836861e-06;5.02675336533323446e-05
8.52348993288590577e+02;4.50000000000000000e+02;8.44753966201878983e-06;4.98236858442553240e-05
8.59060402684563769e+02;4.50000000000000000e+02;8.36988839368920767e-06;4.93790755512011148e-05
8.65771812080536961e+02;4.50000000000000000e+02;8.29337746455943272e-06;4.89337166997548962e-05
8.72483221476510039e+02;4.50000000000000000e+02;8.21768766517356610e-06;4.84876229010514231e-05
8.79194630872483231e+02;4.50000000000000000e+02;8.14199786578769947e-06;4.80408074598809618e-05
8.85906040268456422e+02;4.50000000000000000e+02;8.06630806640182946e-06;4.75932833825734868e-05
8.92617449664429500e+02;4.50000000000000000e+02;7.99143010354994364e-06;4.71450633846669102e-05
8.99328859060402692e+02;4.50000000000000000e+02;7.91823227433416363e-06;4.66961598983651053e-05
9.06040268456375884e+02;4.50000000000000000e+02;7.84503444511838193e-06;4.62465850797911585e-05
9.12751677852348962e+02;4.50000000000000000e+02;7.77183661590260192e-06;4.57963508160413779e-05
9.19463087248322154e+02;4.50000000000000000e+02;7.69863878668682022e-06;4.53454687320453386e-05
9.26174496644295346e+02;4.50000000000000000e+02;7.62544095747103852e-06;4.48939501972373179e-05
9.32885906040268424e+02;4.50000000000000000e+02;7.55472339032628408e-06;4.44418063320442557e-05
9.39597315436241615e+02;4.50000000000000000e+02;7.48465122493957446e-06;4.39890480141948490e-05
9.46308724832214807e+02;4.50000000000000000e+02;7.41457905955286568e-06;4.35356858848554853e-05
9.53020134228187885e+02;4.50000000000000000e+02;7.34450689416615691e-06;4.30817303545970686e-05
9.59731543624161077e+02;4.50000000000000000e+02;7.27443472877944814e-06;4.26271916091976622e-05
9.66442953020134269e+02;4.50000000000000000e+02;7.20436256339273852e-06;4.21720796152858491e-05
9.73154362416107347e+02;4.50000000000000000e+02;7.13429039800603144e-06;4.17164041258286453e-05
9.79865771812080538e+02;4.50000000000000000e+02;7.06653249758014690e-06;4.12601746854688773e-05
9.86577181208053730e+02;4.50000000000000000e+02;7.00030737473877916e-06;4.08034006357160787e-05
9.93288590604026808e+02;4.50000000000000000e+02;6.93408225189741141e-06;4.03460911199948465e-05
1.00000000000000000e+03;4.50000000000000000e+02;6.86785712905604367e-06;3.98882550885549221e-05

